output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums
28 Teen Pop #4 in Bb.Verse_no_drum.X.28 Teen Pop #4 in Bb.Verse_no_drum.D_T001.mid,28 Teen Pop #4 in Bb.Verse_no_drum.mid,28 Teen Pop #4 in Bb.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.6055795026325688,0.9158764600316639,0.9858619802694584,0.6840880682693675,
29 Teen Pop #5 In E.Chorus_no_drum.X.29 Teen Pop #5 In E.Chorus_no_drum.D_T001.mid,29 Teen Pop #5 In E.Chorus_no_drum.mid,29 Teen Pop #5 In E.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8717316890996639,0.7281046734825258,0.7833312458938688,0.5353033790313106,
29 Teen Pop #5 In E.PreChorus_no_drum.X.29 Teen Pop #5 In E.PreChorus_no_drum.D_T001.mid,29 Teen Pop #5 In E.PreChorus_no_drum.mid,29 Teen Pop #5 In E.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.5646469018518877,0.6719082413958264,0.6906537778402941,0.9921208582971905,
29 Teen Pop #5 In E.Verse_no_drum.X.29 Teen Pop #5 In E.Verse_no_drum.D_T001.mid,29 Teen Pop #5 In E.Verse_no_drum.mid,29 Teen Pop #5 In E.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.46858792986234066,0.6897745437509987,0.8346012588972833,0.9792631097453747,
30 Modern Country #4 in C.Chorus_no_drum.X.30 Modern Country #4 in C.Chorus_no_drum.D_T001.mid,30 Modern Country #4 in C.Chorus_no_drum.mid,30 Modern Country #4 in C.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.9593609458597233,0.9584347913271654,0.5800829092155235,0.506202814501576,
30 Modern Country #4 in C.PreChorus_no_drum.X.30 Modern Country #4 in C.PreChorus_no_drum.D_T001.mid,30 Modern Country #4 in C.PreChorus_no_drum.mid,30 Modern Country #4 in C.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.8909241973674956,0.8742525422960783,0.502723015595259,0.5114738920618724,
30 Modern Country #4 in C.Verse_no_drum.X.30 Modern Country #4 in C.Verse_no_drum.D_T001.mid,30 Modern Country #4 in C.Verse_no_drum.mid,30 Modern Country #4 in C.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.8398296293220642,0.8954570145428542,0.692909617283175,0.5587747499650223,
31 Classic Country #2 in F.Chorus_no_drum.X.31 Classic Country #2 in F.Chorus_no_drum.D_T001.mid,31 Classic Country #2 in F.Chorus_no_drum.mid,31 Classic Country #2 in F.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.9425352752855605,0.9399934707510418,0.6749041284095969,0.7217985249500336,
31 Classic Country #2 in F.PreChorus_no_drum.X.31 Classic Country #2 in F.PreChorus_no_drum.D_T001.mid,31 Classic Country #2 in F.PreChorus_no_drum.mid,31 Classic Country #2 in F.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9330753244986868,0.9168100443488878,0.8922195858146843,0.7104176253527454,
31 Classic Country #2 in F.Verse_no_drum.X.31 Classic Country #2 in F.Verse_no_drum.D_T001.mid,31 Classic Country #2 in F.Verse_no_drum.mid,31 Classic Country #2 in F.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.8635391562760872,0.8695062328898581,0.9659207304405597,0.8908573186523777,
